pso_limitado,rosenbrock,10,10,0.0013819004
pso_inercia,rosenbrock,10,10,0.0000000000
pso_base,rosenbrock,30,1,0.0009175695
pso_limitado,rosenbrock,30,1,0.0011685986
pso_inercia,rosenbrock,30,1,0.0000000000
pso_base,rosenbrock,30,2,0.0001396263
pso_limitado,rosenbrock,30,2,0.0036628469
pso_inercia,rosenbrock,30,2,0.0000000000
pso_base,rosenbrock,30,3,0.0005032040
pso_limitado,rosenbrock,30,3,0.0059829091
pso_inercia,rosenbrock,30,3,0.0000000000
pso_base,rosenbrock,30,4,0.0072223054
pso_limitado,rosenbrock,30,4,0.0025101340
pso_inercia,rosenbrock,30,4,0.0000000000
pso_base,rosenbrock,30,5,0.0118551042
pso_limitado,rosenbrock,30,5,0.0014791412
pso_inercia,rosenbrock,30,5,0.0000000000
pso_base,rosenbrock,30,6,0.0097043781
pso_limitado,rosenbrock,30,6,0.0002586725
pso_inercia,rosenbrock,30,6,0.0000000000
pso_base,rosenbrock,30,7,0.0246711635
pso_limitado,rosenbrock,30,7,0.0011011914
pso_inercia,rosenbrock,30,7,0.0000000000
pso_base,rosenbrock,30,8,0.0123888472
pso_limitado,rosenbrock,30,8,0.0012193413
pso_inercia,rosenbrock,30,8,0.0000000000
pso_base,rosenbrock,30,9,0.0088736076
pso_limitado,rosenbrock,30,9,0.0012475533
pso_inercia,rosenbrock,30,9,0.0000000000
pso_base,rosenbrock,30,10,0.0075330232
pso_limitado,rosenbrock,30,10,0.0013911192
pso_inercia,rosenbrock,30,10,0.0000000000
pso_base,rosenbrock,50,1,0.0037922973
pso_limitado,rosenbrock,50,1,0.0001708833
pso_inercia,rosenbrock,50,1,0.0000000000
pso_base,rosenbrock,50,2,0.0097732709
pso_limitado,rosenbrock,50,2,0.0011723336
pso_inercia,rosenbrock,50,2,0.0000000000
pso_base,rosenbrock,50,3,0.0019044710
pso_limitado,rosenbrock,50,3,0.0005475297
pso_inercia,rosenbrock,50,3,0.0000000000
pso_base,rosenbrock,50,4,0.0094694619
pso_limitado,rosenbrock,50,4,0.0005672992
pso_inercia,rosenbrock,50,4,0.0000000000
pso_base,rosenbrock,50,5,0.0019635953
pso_limitado,rosenbrock,50,5,0.0002283388
pso_inercia,rosenbrock,50,5,0.0000000000
pso_base,rosenbrock,50,6,0.0018905639
pso_limitado,rosenbrock,50,6,0.0004035693
pso_inercia,rosenbrock,50,6,0.0000000000
